architecture,test_accuracy,macro_precision,macro_recall_sensitivity,macro_specificity,macro_f1,mean_roc_auc,param_count,model_size_mb,mean_inference_latency_ms,throughput_images_per_sec
resnet50,0.9958333333333333,0.9951923076923077,0.99609375,0.9986772486772486,0.9956043115969727,1.0,23770820,90.67848205566406,8.082304999988992,123.72708033183133
densenet121,0.9875,0.9884014423076923,0.9884014423076923,0.9957305194805195,0.9883720930232558,0.9995576240166084,7085572,27.029312133789062,21.273748996900395,47.0062893073384
citrusnet,0.9666666666666667,0.9657489756006705,0.9691706730769231,0.9891167628667629,0.9663747712629092,0.9971386289491758,416036,1.5870513916015625,2.701897998340428,370.1101968372694
efficientnet_b0,0.9291666666666667,0.9433361629881154,0.9338341346153847,0.9763492063492063,0.9324848460438608,0.9894017069446757,4172032,15.9150390625,18.068611999915447,55.34459426129022
