epoch,train_loss,train_acc,val_loss,val_acc,lr,best_epoch,best_val_loss
31,0.005205187248940984,0.9982316534040672,0.0002771784979099608,1.0,0.00025,70,6.994178037838394e-05
32,0.0036782078699403955,1.0,0.00029533589162579005,1.0,0.00025,70,6.994178037838394e-05
33,0.0020055498236750775,1.0,0.0002199471011769396,1.0,0.00025,70,6.994178037838394e-05
34,0.005418145682030315,0.9964633068081344,0.00027600523495223097,1.0,0.00025,70,6.994178037838394e-05
35,0.0027110150411632818,1.0,0.00019811452193231867,1.0,0.00025,70,6.994178037838394e-05
36,0.002064110443286703,1.0,0.00017311962365657707,1.0,0.00025,70,6.994178037838394e-05
37,0.004843786890061851,0.9991158267020336,0.00016510514792609067,1.0,0.00025,70,6.994178037838394e-05
38,0.002250310127021437,1.0,0.00018065686175053217,1.0,0.00025,70,6.994178037838394e-05
39,0.0023674374030378856,0.9991158267020336,0.00015063796212611921,1.0,0.00025,70,6.994178037838394e-05
40,0.001977752049302865,1.0,0.00011565525412813507,1.0,0.00025,70,6.994178037838394e-05
41,0.002206292153981693,1.0,0.00012413728301517265,1.0,0.00025,70,6.994178037838394e-05
42,0.0023884535594213387,1.0,0.0001277928969996966,1.0,0.00025,70,6.994178037838394e-05
43,0.0025349977108378996,0.9991158267020336,0.0001663307150973061,1.0,0.00025,70,6.994178037838394e-05
44,0.0015806244307407199,1.0,0.000147708637297369,1.0,0.000125,70,6.994178037838394e-05
45,0.0016419854491606732,1.0,0.00010352286431757533,1.0,0.000125,70,6.994178037838394e-05
46,0.001804761503758049,1.0,9.14985355863363e-05,1.0,0.000125,70,6.994178037838394e-05
47,0.0023208249907505844,1.0,9.792683439710262e-05,1.0,0.000125,70,6.994178037838394e-05
48,0.005590580490678812,0.9991158267020336,0.0001284765805529569,1.0,0.000125,70,6.994178037838394e-05
49,0.0019264631506523313,1.0,0.00010331948025610052,1.0,0.000125,70,6.994178037838394e-05
50,0.002836674745465323,0.9991158267020336,0.00013175114127230052,1.0,6.25e-05,70,6.994178037838394e-05
51,0.0018953610731208092,1.0,9.764218871281597e-05,1.0,6.25e-05,70,6.994178037838394e-05
52,0.001197650724162276,1.0,0.00012787114799961695,1.0,6.25e-05,70,6.994178037838394e-05
53,0.001826983732293845,1.0,0.00014952971291639803,1.0,6.25e-05,70,6.994178037838394e-05
54,0.0021436539236505564,1.0,9.747904562776184e-05,1.0,3.125e-05,70,6.994178037838394e-05
55,0.0011996310779653575,1.0,0.00010158574535253589,1.0,3.125e-05,70,6.994178037838394e-05
56,0.0010982339359345583,1.0,8.384253125453044e-05,1.0,3.125e-05,70,6.994178037838394e-05
57,0.0015158024534194423,1.0,8.748678169655806e-05,1.0,3.125e-05,70,6.994178037838394e-05
58,0.001381074063044295,1.0,8.394275402288484e-05,1.0,3.125e-05,70,6.994178037838394e-05
59,0.0016799716465833912,1.0,8.204796778188234e-05,1.0,3.125e-05,70,6.994178037838394e-05
60,0.0028077608920760604,0.9991158267020336,7.344218032782867e-05,1.0,3.125e-05,70,6.994178037838394e-05
61,0.0018128840559801197,1.0,8.20910783719333e-05,1.0,3.125e-05,70,6.994178037838394e-05
62,0.0023188136599729026,1.0,7.924332400333629e-05,1.0,3.125e-05,70,6.994178037838394e-05
63,0.001964712362311563,0.9991158267020336,9.27416709480684e-05,1.0,3.125e-05,70,6.994178037838394e-05
64,0.00204518285724302,0.9991158267020336,0.00010580586697396337,1.0,1.5625e-05,70,6.994178037838394e-05
65,0.00129515269176687,1.0,9.931029285513989e-05,1.0,1.5625e-05,70,6.994178037838394e-05
66,0.001414728953806102,1.0,8.056129553559243e-05,1.0,1.5625e-05,70,6.994178037838394e-05
67,0.0016558753395705071,1.0,7.803447764416895e-05,1.0,1.5625e-05,70,6.994178037838394e-05
68,0.0016126292977962976,1.0,0.00010125390864900998,1.0,7.8125e-06,70,6.994178037838394e-05
69,0.0017588314874909627,1.0,7.95005624180598e-05,1.0,7.8125e-06,70,6.994178037838394e-05
70,0.0017688965209279907,1.0,6.994178037838394e-05,1.0,7.8125e-06,70,6.994178037838394e-05
71,0.0016002229624705769,1.0,7.48140963510233e-05,1.0,7.8125e-06,70,6.994178037838394e-05
72,0.0013568892080261053,1.0,8.205433598861929e-05,1.0,7.8125e-06,70,6.994178037838394e-05
73,0.004748878319962666,0.9991158267020336,8.185966335302449e-05,1.0,7.8125e-06,70,6.994178037838394e-05
74,0.0015025215295895236,1.0,7.968249232633316e-05,1.0,3.90625e-06,70,6.994178037838394e-05
75,0.0014038602368631108,1.0,8.967809616260939e-05,1.0,3.90625e-06,70,6.994178037838394e-05
76,0.002259486917715938,1.0,0.00010042347354056268,1.0,3.90625e-06,70,6.994178037838394e-05
77,0.001186604946308253,1.0,9.5110592020537e-05,1.0,3.90625e-06,70,6.994178037838394e-05
78,0.0013932157791640436,1.0,9.019695311854016e-05,1.0,1.953125e-06,70,6.994178037838394e-05
79,0.0010421283201995503,1.0,8.480133127261431e-05,1.0,1.953125e-06,70,6.994178037838394e-05
80,0.0009428533880558,1.0,7.696293281441292e-05,1.0,1.953125e-06,70,6.994178037838394e-05
