epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.8136353438454956,0.6631299734748011,0.4025058706929861,0.8388429752066116,0.001
2,0.4326610232643276,0.843501326259947,0.5092792849033332,0.8016528925619835,0.001
3,0.3515830840240212,0.8717948717948718,0.18761396856039517,0.9090909090909091,0.001
4,0.2584835732805318,0.9239610963748894,0.06906359076253639,0.9917355371900827,0.001
5,0.22946194868294356,0.9239610963748894,0.1645214469768569,0.9504132231404959,0.001
6,0.20870774689235064,0.9248452696728559,0.0898229452080963,0.9793388429752066,0.001
7,0.23012901086007778,0.9221927497789567,0.1409554008302117,0.9504132231404959,0.001
8,0.153251302995901,0.9531388152077808,0.02988207650424774,0.9958677685950413,0.001
9,0.15575681218365248,0.9549071618037135,0.033871659220096245,0.987603305785124,0.001
10,0.13192806485793318,0.964633068081344,0.028034939599985428,0.9917355371900827,0.001
11,0.14089522964652929,0.9566755083996463,0.04057176638209869,0.9917355371900827,0.001
12,0.1385712700341783,0.9628647214854111,0.0452277319744414,0.9834710743801653,0.001
13,0.1313917578900419,0.9557913351016799,0.02213350596475946,0.9958677685950413,0.001
14,0.17249378239180954,0.9451812555260831,0.044222310597215556,0.9752066115702479,0.001
15,0.13261451076462563,0.9575596816976127,0.06235635747617372,0.9752066115702479,0.001
16,0.10476350549783041,0.9699381078691424,0.008108079048597124,1.0,0.001
17,0.09594606770866218,0.9725906277630415,0.015467870212737317,0.9958677685950413,0.001
18,0.10021160934268637,0.9681697612732095,0.006421475540384774,1.0,0.001
19,0.08832870890854946,0.9734748010610079,0.02543378010598321,1.0,0.001
20,0.09397707758331383,0.9672855879752431,0.03083556020692037,0.9958677685950413,0.001
21,0.10388291073151124,0.9637488947833776,0.02361330981914739,0.9917355371900827,0.001
22,0.06142281522195388,0.9796640141467727,0.0020224380177976797,1.0,0.001
23,0.09976895444694607,0.9699381078691424,0.004561894882108616,1.0,0.001
24,0.1334393936580757,0.9593280282935456,0.10761223462711411,0.9545454545454546,0.001
25,0.09628199534960072,0.9664014146772767,0.0034755708953781313,1.0,0.001
26,0.06410207300982994,0.9840848806366048,0.004728050964301421,1.0,0.0005
27,0.044188699966039635,0.9911582670203359,0.01570826350116702,0.987603305785124,0.0005
28,0.03159486934638176,0.9902740937223696,0.005823087248703934,1.0,0.0005
29,0.030125926083215668,0.9920424403183024,0.0015955816608976788,1.0,0.0005
30,0.04256215113463007,0.9885057471264368,0.0010260911908554883,1.0,0.0005
31,0.030961949367547172,0.9920424403183024,0.006655129852205849,1.0,0.0005
32,0.032604004936597444,0.9911582670203359,0.002232671955846681,1.0,0.0005
33,0.04018584470850087,0.9902740937223696,0.005083449655576861,1.0,0.0005
34,0.04131235483174141,0.9893899204244032,0.004929785263481212,1.0,0.00025
35,0.023033589381596137,0.9938107869142352,0.0012888469760236909,1.0,0.00025
36,0.03427917679407816,0.9876215738284704,0.0014638930659217776,1.0,0.00025
37,0.020947833151073184,0.9973474801061007,0.001037420881026971,1.0,0.00025
38,0.032850571414809855,0.9920424403183024,0.0011288999769382547,1.0,0.000125
39,0.02155700722127942,0.9973474801061007,0.0014553284497444772,1.0,0.000125
40,0.018458684312243914,0.9938107869142352,0.0011631818660217423,1.0,0.000125
