train_loss,train_acc,val_loss,val_acc,lr,best_epoch,best_val_loss
1.007019840279688,0.5543766578249337,0.6701160890996949,0.6859504132231405,0.01,52,0.0024226409968081094
0.5304648677508036,0.7975243147656941,0.6017164991598977,0.6859504132231405,0.01,52,0.0024226409968081094
0.4001014214717214,0.8541114058355438,0.2385030457796144,0.9214876033057852,0.01,52,0.0024226409968081094
0.3008154895482708,0.9062776304155614,0.18209486510142808,0.9256198347107438,0.01,52,0.0024226409968081094
0.2947260137420118,0.8894783377541998,0.31961644967356007,0.8677685950413223,0.01,52,0.0024226409968081094
0.25469693449300335,0.9124668435013262,0.23764552414601992,0.8842975206611571,0.01,52,0.0024226409968081094
0.2630860992302998,0.9089301503094607,0.12228903630055672,0.9545454545454546,0.01,52,0.0024226409968081094
0.18753050823690193,0.9442970822281167,0.052535760201021166,0.9917355371900827,0.01,52,0.0024226409968081094
0.1734374755784329,0.9478337754199824,0.06983040008416846,0.9710743801652892,0.01,52,0.0024226409968081094
0.1836401470908014,0.9389920424403183,0.29872523932833195,0.8884297520661157,0.01,52,0.0024226409968081094
0.16887321481917622,0.9478337754199824,0.0729254772039977,0.9793388429752066,0.01,52,0.0024226409968081094
0.160236151198915,0.9540229885057471,0.07468746936579873,0.9752066115702479,0.005,52,0.0024226409968081094
0.11915058307316743,0.9655172413793104,0.021639917861701042,0.9958677685950413,0.005,52,0.0024226409968081094
0.1081731734973577,0.9655172413793104,0.025094353663157827,0.9834710743801653,0.005,52,0.0024226409968081094
0.11601233318000109,0.9681697612732095,0.027793593350643953,1.0,0.005,52,0.0024226409968081094
0.10967588564339831,0.964633068081344,0.018058653197382108,0.9958677685950413,0.005,52,0.0024226409968081094
0.10590190223684151,0.9717064544650752,0.02063417013673004,0.9917355371900827,0.005,52,0.0024226409968081094
0.0960911897222728,0.9770114942528736,0.012764495743577145,1.0,0.005,52,0.0024226409968081094
0.08870528344555728,0.9752431476569408,0.01465183519181018,1.0,0.005,52,0.0024226409968081094
0.09350167665462596,0.9708222811671088,0.035072625264494624,0.9834710743801653,0.005,52,0.0024226409968081094
0.0966786700181472,0.9752431476569408,0.009028931302287855,1.0,0.005,52,0.0024226409968081094
0.0691645953781198,0.9832007073386384,0.02283557700878394,0.9958677685950413,0.005,52,0.0024226409968081094
0.09155861419402425,0.9717064544650752,0.014876296834188922,1.0,0.005,52,0.0024226409968081094
0.09210878896512993,0.97789566755084,0.024408938037039144,0.9917355371900827,0.005,52,0.0024226409968081094
0.11528336142776921,0.969053934571176,0.01843553815952941,1.0,0.0025,52,0.0024226409968081094
0.05687193247093551,0.9911582670203359,0.008118794557507619,1.0,0.0025,52,0.0024226409968081094
