train_loss,train_acc,val_loss,val_acc,lr,best_epoch,best_val_loss
0.8867609168342738,0.6808134394341291,0.9013008886624959,0.5826446280991735,0.01,41,0.001967016315041495
0.4513153046712108,0.8373121131741822,0.16481087449168372,0.9669421487603306,0.01,41,0.001967016315041495
0.33267198707233164,0.883289124668435,0.3245656623943778,0.871900826446281,0.01,41,0.001967016315041495
0.2748030222800851,0.9062776304155614,0.2916800784916917,0.8181818181818182,0.01,41,0.001967016315041495
0.2254428181313077,0.9301503094606542,0.1307876299728047,0.9628099173553719,0.01,41,0.001967016315041495
0.22778500380714206,0.918656056587091,0.09049204542986618,0.987603305785124,0.01,41,0.001967016315041495
0.18949055953970745,0.9496021220159151,0.08665673954658641,0.9586776859504132,0.01,41,0.001967016315041495
0.13153077747629977,0.9637488947833776,0.055092476227528546,0.987603305785124,0.01,41,0.001967016315041495
0.16187573183462958,0.946949602122016,0.133556817469672,0.9752066115702479,0.01,41,0.001967016315041495
0.1223142518341594,0.9699381078691424,0.0561689126732459,0.9752066115702479,0.01,41,0.001967016315041495
0.14086140266674793,0.9557913351016799,0.017127620279481094,1.0,0.01,41,0.001967016315041495
0.12616772445743848,0.9664014146772767,0.014753022269645998,1.0,0.01,41,0.001967016315041495
0.12501054361238614,0.9664014146772767,0.01170623255508744,1.0,0.01,41,0.001967016315041495
0.10487038790389144,0.9672855879752431,0.01966920632037742,0.9958677685950413,0.01,41,0.001967016315041495
0.10926910509560406,0.9708222811671088,0.023341305854091467,1.0,0.01,41,0.001967016315041495
0.08447603756194616,0.9752431476569408,1.288016569433149,0.7024793388429752,0.01,41,0.001967016315041495
0.1035119719625468,0.969053934571176,0.022247787549599142,0.987603305785124,0.005,41,0.001967016315041495
0.08850711902931241,0.9770114942528736,0.015185514948915783,0.9958677685950413,0.005,41,0.001967016315041495
0.06564783333256433,0.9858532272325375,0.008833780649987874,1.0,0.005,41,0.001967016315041495
0.07631994861447368,0.97789566755084,0.012906990087136996,1.0,0.005,41,0.001967016315041495
0.06666639347410012,0.982316534040672,0.0067485683743865035,1.0,0.005,41,0.001967016315041495
0.057096171712422136,0.9832007073386384,0.00550012756331462,1.0,0.005,41,0.001967016315041495
0.06043888882434969,0.9858532272325375,0.004339324818416076,1.0,0.005,41,0.001967016315041495
0.07140755108298255,0.982316534040672,0.004863060693341223,1.0,0.005,41,0.001967016315041495
0.0625044546039836,0.982316534040672,0.011633319312645015,0.9958677685950413,0.005,41,0.001967016315041495
0.05665023389060765,0.986737400530504,0.008277478354621278,1.0,0.005,41,0.001967016315041495
0.05832272099872852,0.9858532272325375,0.005525340779284247,1.0,0.0025,41,0.001967016315041495
0.04509912897642475,0.9893899204244032,0.003414246373933024,1.0,0.0025,41,0.001967016315041495
0.03885516868517211,0.995579133510168,0.0024302120566799127,1.0,0.0025,41,0.001967016315041495
0.0506715038663664,0.9832007073386384,0.0024791615447491283,1.0,0.0025,41,0.001967016315041495
0.04356408695946427,0.9885057471264368,0.002774927490929619,1.0,0.0025,41,0.001967016315041495
0.041068632781479236,0.9893899204244032,0.002745289563332215,1.0,0.0025,41,0.001967016315041495
0.05002181787969368,0.9902740937223696,0.003267078018701089,1.0,0.00125,41,0.001967016315041495
0.050911619906848136,0.9876215738284704,0.0031107511382919453,1.0,0.00125,41,0.001967016315041495
0.04493622591177201,0.9876215738284704,0.003052327963754473,1.0,0.00125,41,0.001967016315041495
0.047807780174319456,0.9911582670203359,0.002944627515048035,1.0,0.00125,41,0.001967016315041495
0.038695065098774316,0.9902740937223696,0.0022626377474747536,1.0,0.00125,41,0.001967016315041495
0.05390568464256619,0.9858532272325375,0.0028673583826373432,1.0,0.00125,41,0.001967016315041495
0.044318704851874204,0.9885057471264368,0.003105558768638279,1.0,0.00125,41,0.001967016315041495
0.04139580503830754,0.9893899204244032,0.0031529646034906657,1.0,0.00125,41,0.001967016315041495
0.042822927289257844,0.9911582670203359,0.001967016315041495,1.0,0.00125,41,0.001967016315041495
0.0333600280943115,0.9929266136162688,0.004325856091954922,1.0,0.00125,41,0.001967016315041495
0.043050623614140096,0.9876215738284704,0.0026366761144758625,1.0,0.00125,41,0.001967016315041495
0.03645375943771513,0.9929266136162688,0.0033282716272683612,1.0,0.00125,41,0.001967016315041495
0.041722430148063955,0.9893899204244032,0.0025105228866950787,1.0,0.000625,41,0.001967016315041495
0.035493423274588945,0.9920424403183024,0.0030468969272973,1.0,0.000625,41,0.001967016315041495
0.04754927191656053,0.9885057471264368,0.0027555732907003855,1.0,0.000625,41,0.001967016315041495
0.035107418664201605,0.9938107869142352,0.0024188210348760294,1.0,0.000625,41,0.001967016315041495
0.03459538407393202,0.9893899204244032,0.002177766884084452,1.0,0.0003125,41,0.001967016315041495
0.03420569663035669,0.9938107869142352,0.0030577402650417127,1.0,0.0003125,41,0.001967016315041495
0.03903490031890696,0.9911582670203359,0.0025097295095420575,1.0,0.0003125,41,0.001967016315041495
