epoch,train_loss,train_acc,val_loss,val_acc,lr,best_epoch,best_val_loss
36,0.03885066785926212,0.986737400530504,0.002396767335551337,1.0,0.00025,61,0.0007055438095261151
37,0.026923576427523167,0.9929266136162688,0.0013983471069892884,1.0,0.00025,61,0.0007055438095261151
38,0.03675063694049098,0.9911582670203359,0.0010747254991130364,1.0,0.00025,61,0.0007055438095261151
39,0.024279687138625102,0.995579133510168,0.004099214218257665,1.0,0.00025,61,0.0007055438095261151
40,0.019034407608405374,0.9946949602122016,0.0026924364442681157,1.0,0.00025,61,0.0007055438095261151
41,0.03684183630753048,0.9902740937223696,0.0029589982014457303,1.0,0.00025,61,0.0007055438095261151
42,0.02293938176358937,0.995579133510168,0.0030621558057157753,1.0,0.000125,61,0.0007055438095261151
43,0.024820235973696706,0.9938107869142352,0.0011248693294911684,1.0,0.000125,61,0.0007055438095261151
44,0.017585930001949125,0.9982316534040672,0.001116314411503917,1.0,0.000125,61,0.0007055438095261151
45,0.03083816186317418,0.9911582670203359,0.000810793067967473,1.0,0.000125,61,0.0007055438095261151
46,0.02405351623695156,0.9929266136162688,0.0013514216630892781,1.0,0.000125,61,0.0007055438095261151
47,0.02569589724230632,0.9920424403183024,0.0013681652364975288,1.0,0.000125,61,0.0007055438095261151
48,0.020526666563929815,0.9973474801061007,0.0015274670609072899,1.0,0.000125,61,0.0007055438095261151
49,0.015091871376668954,0.995579133510168,0.0007836139296212288,1.0,0.000125,61,0.0007055438095261151
50,0.02103344118675492,0.9929266136162688,0.002239803779145803,1.0,0.000125,61,0.0007055438095261151
51,0.0165877859515758,0.9973474801061007,0.0015249147058478056,1.0,0.000125,61,0.0007055438095261151
52,0.022949622408896055,0.9929266136162688,0.0009137347034151735,1.0,0.000125,61,0.0007055438095261151
53,0.023166589623368178,0.9946949602122016,0.0025307029731160852,1.0,6.25e-05,61,0.0007055438095261151
54,0.021436097340104123,0.9929266136162688,0.0013391328892576285,1.0,6.25e-05,61,0.0007055438095261151
55,0.018120770620150866,0.9973474801061007,0.0007615424591609208,1.0,6.25e-05,61,0.0007055438095261151
56,0.014788200960195666,0.995579133510168,0.0013998132220696474,1.0,6.25e-05,61,0.0007055438095261151
57,0.01711314201526258,0.995579133510168,0.0014429476928958778,1.0,6.25e-05,61,0.0007055438095261151
58,0.013117417120634127,0.9982316534040672,0.0008997055819769936,1.0,6.25e-05,61,0.0007055438095261151
59,0.01438781414197463,0.9982316534040672,0.0010371660719402443,1.0,3.125e-05,61,0.0007055438095261151
60,0.020994717411690324,0.995579133510168,0.0008676014592859524,1.0,3.125e-05,61,0.0007055438095261151
61,0.013133855159439732,0.9964633068081344,0.0007055438095261151,1.0,3.125e-05,61,0.0007055438095261151
62,0.01303538787907449,0.9982316534040672,0.0012650952170783854,1.0,3.125e-05,61,0.0007055438095261151
63,0.011863709943719821,0.9964633068081344,0.0009577407868201883,1.0,3.125e-05,61,0.0007055438095261151
64,0.010331239940386157,0.9991158267020336,0.0008011390991443537,1.0,3.125e-05,61,0.0007055438095261151
65,0.02463468842728806,0.995579133510168,0.0009162794194407454,1.0,1.5625e-05,61,0.0007055438095261151
66,0.016284756029764178,0.9938107869142352,0.0007646930467025647,1.0,1.5625e-05,61,0.0007055438095261151
67,0.019593190925507077,0.9938107869142352,0.0013694986857354548,1.0,1.5625e-05,61,0.0007055438095261151
68,0.014473374692556818,0.9964633068081344,0.0007856334155533185,1.0,1.5625e-05,61,0.0007055438095261151
69,0.015126849787357526,0.9973474801061007,0.0007156079905858064,1.0,7.8125e-06,61,0.0007055438095261151
70,0.009503881923795062,0.9973474801061007,0.0007968909652665073,1.0,7.8125e-06,61,0.0007055438095261151
71,0.016521883682141147,0.995579133510168,0.0008178703503275275,1.0,7.8125e-06,61,0.0007055438095261151
